Client,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder
1224,0,1,0,0.0,0.21428571428571427,0.0,M,90,151,1,,,,,,116.33142857142857,,,,,,571.5132142857143,571.5132142857143,2.0,2.0,7801.615357142858,7801.615357142858,3271.4285714285716,3292.765,170.39285714285714,40.0,40.0,9.0,17.0,6.0
990,0,0,1,0.0,0.0,9.318214285714287,F,23,153,1,1.0,,,,,181.4857142857143,22492.738214285717,,,,,3650.5539285714285,3623.965714285714,5.0,3.0,3620.63,3615.2714285714287,0.0,0.0,3071.4285714285716,6.0,5.0,0.0,0.0,2.0
1438,0,0,1,0.0,0.0,13.820714285714287,F,27,199,1,,,,,,753.5307142857143,,,,,,671.4289285714285,671.4289285714285,3.0,3.0,706.3214285714286,706.3214285714286,0.0,0.0,703.9285714285714,7.0,7.0,0.0,0.0,6.0
687,0,0,0,0.0,0.0,0.0,F,43,57,2,,,,,,338.58964285714285,,,,,,2610.36,2610.36,5.0,5.0,1199.0325,1199.0325,22.557142857142857,180.32714285714286,988.5357142857143,20.0,20.0,1.0,8.0,9.0
185,1,0,0,1.5453571428571429,0.0,0.0,M,24,95,1,,,,,,5733.328214285714,,,,,,620.8582142857142,620.8582142857142,3.0,3.0,435.8285714285715,435.8285714285715,0.0,73.47142857142856,358.9642857142857,9.0,9.0,0.0,3.0,5.0
278,1,0,0,6.1883928571428575,0.0,0.0,M,36,56,2,,,,,,272.3232142857143,,,,,,267.8614285714286,267.8614285714286,3.0,3.0,344.25,344.25,0.0,0.0,240.67857142857142,4.0,4.0,0.0,0.0,3.0
158,0,0,0,0.0,0.0,0.0,M,0,152,1,1.0,,,,,326.6303571428571,16117.897142857142,,,,,2353.784285714286,2353.4532142857142,5.0,4.0,1208.4282142857141,1208.4282142857141,0.0,1208.4282142857141,0.0,13.0,13.0,0.0,13.0,0.0
1220,1,0,1,4.910714285714286,0.0,4.251428571428572,M,28,53,1,1.0,,1.0,1.0,,1242.6432142857143,26851.724642857145,,493.2075,1.4285714285714286,,1324.3414285714284,966.5921428571429,39.0,33.0,1465.7285714285715,1001.2439285714287,371.42857142857144,122.82857142857142,141.21428571428572,73.0,40.0,12.0,12.0,4.0
1312,0,0,0,0.0,0.0,0.0,M,64,154,3,,,,,,11295.457142857142,,,,,,956.3582142857142,956.3582142857142,8.0,8.0,956.3771428571429,956.3771428571429,171.42857142857142,129.92964285714285,651.6260714285714,21.0,21.0,2.0,8.0,10.0
879,0,0,0,0.0,0.0,0.0,M,37,35,1,,,,,,3871.886785714286,,,,,,473.5410714285714,473.5410714285714,2.0,2.0,1007.1392857142857,1007.1392857142857,535.7142857142857,178.10357142857143,290.82142857142856,17.0,17.0,2.0,9.0,5.0
1415,1,1,0,0.49821428571428567,0.32142857142857145,0.0,M,67,28,1,1.0,1.0,,,,6512.073571428571,18677.399642857144,501.0785714285715,,,,414.03607142857146,412.50928571428574,4.0,3.0,303.0,303.0,107.14285714285714,0.0,193.67857142857142,4.0,4.0,1.0,0.0,2.0
256,0,0,0,0.0,0.0,0.0,F,29,93,1,,,1.0,,,572.1632142857143,,,0.0,,,1492.9939285714286,1443.5049999999999,4.0,2.0,612.2060714285715,612.2060714285715,107.14285714285714,262.35285714285715,0.0,14.0,14.0,2.0,7.0,0.0
328,0,0,0,0.0,0.0,0.0,F,27,10,1,,,,,,2.415,,,,,,1408.4760714285715,1408.4760714285715,2.0,2.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
371,0,0,0,0.0,0.0,0.0,M,49,70,1,,,1.0,,,201.31678571428571,,,65.49249999999999,,,2222.407857142857,2222.407857142857,4.0,4.0,1127.2357142857143,1127.2357142857143,107.14285714285714,337.5571428571429,679.0357142857143,21.0,21.0,1.0,9.0,10.0
1214,0,1,0,0.0,1.7857142857142858,0.0,F,41,19,2,,2.0,,,,2102.1614285714286,,9584.659642857141,,,,458.1171428571429,458.1171428571429,2.0,2.0,642.6071428571429,642.6071428571429,142.85714285714286,39.56071428571429,260.82142857142856,16.0,16.0,1.0,2.0,10.0
42,1,0,0,15.275714285714287,0.0,0.0,M,23,4,1,,12.0,,,,875.3714285714286,,0.0,,,,643.1878571428571,643.1878571428571,4.0,4.0,546.6428571428571,546.6428571428571,178.57142857142858,68.53571428571429,296.07142857142856,9.0,9.0,1.0,1.0,6.0
805,0,0,0,0.0,0.0,0.0,M,57,147,1,,,1.0,,,0.6174999999999999,,,354.96,,,1001.2989285714285,1001.2989285714285,16.0,16.0,1577.325,1577.325,928.5714285714286,245.64642857142857,399.60714285714283,24.0,24.0,4.0,9.0,10.0
874,0,0,0,0.0,0.0,0.0,F,32,151,1,1.0,2.0,1.0,,,3612.059285714286,1628.4907142857141,1218.6610714285714,0.0,,,11553.494642857142,11537.646071428573,7.0,4.0,11369.861785714285,11356.881785714286,0.0,16.12035714285714,11324.483928571428,17.0,16.0,0.0,1.0,12.0
904,0,0,1,0.0,0.0,8.321428571428571,F,23,152,1,,,,,,3758.344285714286,,,,,,0.007857142857142858,0.007857142857142858,1.0,1.0,654.5985714285714,654.5985714285714,235.71428571428572,302.9557142857143,113.75,14.0,14.0,1.0,9.0,3.0
691,0,0,1,0.0,0.0,4.642857142857143,F,41,216,1,,,,,,225.8607142857143,,,,,,1500.0049999999999,1500.0049999999999,3.0,3.0,1667.939285714286,1667.939285714286,142.85714285714286,252.975,1264.9285714285713,38.0,38.0,2.0,14.0,19.0
985,0,0,1,0.0,0.0,3.0503571428571425,F,36,92,1,,,1.0,,,58.1,,,164.67535714285714,,,626.2435714285714,330.9789285714286,5.0,3.0,376.24357142857144,330.9789285714286,35.714285714285715,0.0,0.0,5.0,3.0,1.0,0.0,0.0
1022,0,0,0,0.0,0.0,0.0,M,71,53,1,,,,1.0,,375.5846428571429,,,,1055.2010714285714,,993.8957142857143,712.3228571428572,8.0,2.0,951.3925,712.8257142857143,300.0,253.56678571428571,120.85714285714286,34.0,10.0,3.0,22.0,4.0
1483,0,0,1,0.0,0.0,11.718214285714286,M,69,41,1,,,,,,856.2492857142857,,,,,,522.0367857142858,522.0367857142858,2.0,2.0,541.075,541.075,339.2857142857143,26.789285714285715,142.85714285714286,11.0,11.0,3.0,2.0,2.0
1268,0,0,1,0.0,0.0,20.34357142857143,F,23,179,1,,,,,,491.3907142857143,,,,,,0.015,0.015,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1401,0,0,0,0.0,0.0,0.0,M,51,81,1,1.0,,,,,881.6421428571429,1430.1460714285713,,,,,2471.108928571429,2460.435,8.0,7.0,4216.821428571428,4216.821428571428,1428.5714285714287,341.67857142857144,2444.4285714285716,17.0,17.0,1.0,2.0,13.0
324,0,0,0,0.0,0.0,0.0,F,35,23,1,,1.0,,,,11581.948214285714,,202941.60892857143,,,,655.08,655.08,4.0,4.0,1100.625,1100.625,535.7142857142857,257.55357142857144,303.42857142857144,20.0,20.0,2.0,5.0,12.0
1425,0,1,1,0.0,6.285714285714286,24.25,F,32,66,1,,4.0,1.0,,,645.7096428571429,,10888.256785714286,0.0,,,543.4471428571429,543.4471428571429,2.0,2.0,539.9685714285714,539.9685714285714,21.428571428571427,0.0,494.71857142857147,10.0,10.0,1.0,0.0,5.0
1318,0,0,0,0.0,0.0,0.0,F,62,242,1,,,,,,3547.1307142857145,,,,,,278.865,278.865,4.0,4.0,78.5,78.5,0.0,78.5,0.0,2.0,2.0,0.0,2.0,0.0
704,0,1,0,0.0,7.1075,0.0,F,63,138,1,,,,,,403.4421428571428,,,,,,213.38071428571428,213.38071428571428,3.0,3.0,379.39285714285717,379.39285714285717,0.0,0.0,267.7142857142857,5.0,5.0,0.0,0.0,3.0
903,1,0,0,4.637857142857143,0.0,0.0,M,33,181,1,,,,,,414.7292857142857,,,,,,357.1457142857143,357.1457142857143,2.0,2.0,132.82142857142858,132.82142857142858,0.0,132.82142857142858,0.0,1.0,1.0,0.0,1.0,0.0
503,0,0,1,0.0,0.0,2.107142857142857,F,32,73,1,,,,,,1175.7549999999999,,,,,,771.4689285714286,771.4689285714286,3.0,3.0,673.8928571428571,673.8928571428571,392.85714285714283,0.0,278.42857142857144,11.0,11.0,4.0,0.0,4.0
568,0,1,0,0.0,5.356071428571428,0.0,F,42,151,1,,,,1.0,,809.9760714285715,,,,325.6457142857143,,18.299285714285713,0.0010714285714285715,4.0,1.0,5.928571428571429,3.5714285714285716,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
22,0,1,1,0.0,1.1071428571428572,30.560357142857146,M,54,0,1,,,,,,2492.1467857142857,,,,,,2423.411071428571,2423.411071428571,7.0,7.0,3587.0782142857142,3587.0782142857142,1392.6821428571427,466.84000000000003,1273.107142857143,29.0,29.0,4.0,12.0,9.0
767,1,0,0,0.6869642857142857,0.0,0.0,F,58,9,1,2.0,3.0,,,,0.0,8036.430714285714,424.18642857142856,,,,1944.0467857142855,1942.9014285714286,5.0,4.0,3461.066071428572,1471.1553571428572,0.0,81.72678571428571,313.25,13.0,11.0,0.0,4.0,5.0
1258,1,0,0,0.1467857142857143,0.0,0.0,M,63,48,1,1.0,7.0,1.0,,,147.04892857142858,357.92214285714283,0.0,0.0,,,682.8703571428571,669.5614285714286,16.0,12.0,1148.0271428571427,996.717857142857,428.57142857142856,0.0,554.8403571428572,20.0,15.0,4.0,0.0,8.0
814,0,0,0,0.0,0.0,0.0,F,46,7,1,1.0,1.0,,,,2498.932142857143,3639.594642857143,308.88214285714287,,,,1237.5485714285714,1222.4489285714285,4.0,3.0,403.17857142857144,403.17857142857144,17.857142857142858,0.0,384.67857142857144,11.0,11.0,1.0,0.0,9.0
1479,0,1,0,0.0,5.142857142857143,0.0,M,66,61,1,,,,,,472.36607142857144,,,,,,1074.5514285714285,1074.5514285714285,2.0,2.0,860.3182142857142,860.3182142857142,710.7142857142857,148.0325,0.0,12.0,12.0,4.0,6.0,0.0
831,1,0,0,2.024642857142857,0.0,0.0,M,47,111,1,,1.0,,,,1440.0525,,0.0,,,,788.0039285714286,788.0039285714286,3.0,3.0,1018.8021428571428,1018.8021428571428,0.0,0.0,1016.5164285714285,6.0,6.0,0.0,0.0,5.0
700,1,0,0,40.67785714285714,0.0,0.0,M,34,80,1,,,,,,345.3353571428571,,,,,,60.71714285714285,60.71714285714285,2.0,2.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
605,0,0,0,0.0,0.0,0.0,M,59,88,1,,,,,,0.0,,,,,,5837.145357142857,5837.145357142857,10.0,10.0,6606.607142857143,6606.607142857143,0.0,0.0,6602.357142857143,19.0,19.0,0.0,0.0,18.0
1378,0,0,0,0.0,0.0,0.0,M,76,146,1,,,1.0,,,247.32142857142858,,,1019.0024999999999,,,53.57821428571429,53.57821428571429,2.0,2.0,1344.7692857142858,1344.7692857142858,214.28571428571428,1128.5192857142858,0.0,29.0,29.0,2.0,26.0,0.0
1400,1,0,0,4.6571428571428575,0.0,0.0,M,40,39,1,,,,,,252.79571428571427,,,,,,42.865,42.865,3.0,3.0,73.81071428571428,73.81071428571428,60.714285714285715,0.0,10.703571428571427,3.0,3.0,1.0,0.0,1.0
156,0,0,1,0.0,0.0,16.317857142857143,M,54,95,1,1.0,1.0,,,,417.8764285714286,6458.979285714287,9760.005357142858,,,,1830.454642857143,1826.0492857142856,7.0,5.0,4655.535714285715,4655.535714285715,0.0,0.0,1012.6785714285714,8.0,8.0,0.0,0.0,6.0
1182,1,0,0,6.997321428571429,0.0,0.0,M,47,86,1,,,1.0,1.0,,3044.5989285714286,,,0.0,512.8,,2450.1746428571428,1928.6564285714285,13.0,7.0,2266.7289285714287,1787.4875,89.28571428571429,753.8196428571429,911.2882142857143,53.0,18.0,1.0,34.0,13.0
81,0,0,0,0.0,0.0,0.0,M,86,19,1,,,,,,5860.190714285714,,,,,,0.0732142857142857,0.0732142857142857,1.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
85,0,0,0,0.0,0.0,0.0,F,25,60,1,,,1.0,,,364.4975,,,0.0,,,196.49642857142857,196.49642857142857,3.0,3.0,120.25,120.25,71.42857142857143,8.892857142857142,29.214285714285715,6.0,6.0,2.0,1.0,2.0
1029,1,1,0,1.217142857142857,9.785714285714286,0.0,M,68,135,1,,,1.0,,,2.914285714285714,,,924.8914285714285,,,643.5892857142857,643.5892857142857,2.0,2.0,272.44642857142856,272.44642857142856,0.0,167.125,98.17857142857143,6.0,6.0,0.0,3.0,2.0
417,0,0,1,0.0,0.0,36.050714285714285,F,33,183,1,,,1.0,,,621.9010714285714,,,243.4,,,712.5778571428572,712.5778571428572,4.0,4.0,805.0649999999999,805.0649999999999,53.57142857142857,156.7792857142857,594.7142857142857,16.0,16.0,1.0,8.0,7.0
563,0,1,0,0.0,1.3225,0.0,F,26,150,1,1.0,4.0,1.0,,,56.62785714285714,0.44749999999999995,263.9532142857143,255.48535714285714,,,1321.2260714285715,1142.6110714285714,4.0,2.0,1054.857142857143,1054.857142857143,203.57142857142858,0.0,846.9285714285714,20.0,20.0,3.0,0.0,16.0
1376,0,0,1,0.0,0.0,3.5714285714285716,F,20,36,1,,,,,1.0,123.98214285714286,,,,,2953.8125,162.99428571428572,92.8575,3.0,2.0,95.39285714285714,93.60714285714286,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
303,0,0,1,0.0,0.0,5.178571428571429,M,32,87,3,,,1.0,1.0,,3032.8325,,,277.98785714285714,251.93571428571428,,3678.526428571429,2676.002857142857,28.0,21.0,3984.0407142857143,2676.002857142857,232.14285714285714,347.61571428571426,756.6785714285714,67.0,39.0,3.0,20.0,14.0
520,0,1,0,0.0,0.21428571428571427,0.0,M,57,20,1,1.0,,,,,1401.1364285714285,3779.0092857142854,,,,,18518.535714285714,9673.50607142857,13.0,4.0,19754.678571428572,10301.107142857143,1642.857142857143,97.53571428571429,525.0,8.0,6.0,2.0,2.0,1.0
203,1,1,1,0.6416071428571428,16.945357142857144,5.714285714285714,F,57,181,1,,,,,,10.772857142857143,,,,,,503.57464285714286,503.57464285714286,2.0,2.0,556.3928571428571,556.3928571428571,553.5714285714286,0.0,0.0,11.0,11.0,6.0,0.0,0.0
242,0,0,0,0.0,0.0,0.0,F,45,146,1,,,,,,708.8621428571429,,,,,,0.016428571428571428,0.016428571428571428,1.0,1.0,205.78571428571428,205.78571428571428,0.0,0.0,173.60714285714286,3.0,3.0,0.0,0.0,1.0
179,0,0,1,0.0,0.0,14.138571428571428,F,20,109,1,,,,,,11.684642857142858,,,,,,1322.144642857143,1322.144642857143,5.0,5.0,642.6071428571429,642.6071428571429,89.28571428571429,10.321428571428571,539.6071428571429,9.0,9.0,2.0,2.0,4.0
617,0,1,0,0.0,110.47,0.0,F,29,26,1,,,1.0,,,5577.357142857143,,,0.0,,,0.013928571428571429,0.013928571428571429,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1159,0,1,1,0.0,0.8939285714285715,4.8307142857142855,F,33,128,1,1.0,,,,,467.1382142857143,21.534285714285716,,,,,2501.0460714285714,2500.002857142857,7.0,6.0,4964.964285714285,2464.964285714286,1250.0,0.0,1211.392857142857,25.0,20.0,5.0,0.0,11.0
1333,0,0,0,0.0,0.0,0.0,M,34,198,1,,,,,1.0,15106.0975,,,,,1113.3182142857142,1813.0032142857142,1636.8978571428572,6.0,5.0,1468.6275,1454.9132142857143,589.2857142857143,226.52035714285714,363.7142857142857,38.0,36.0,6.0,11.0,13.0
412,0,1,0,0.0,0.8939285714285715,0.0,F,51,116,1,1.0,,,,,376.8910714285715,2506.551071428571,,,,,1964.8103571428571,1964.2885714285715,3.0,2.0,941.6071428571429,941.6071428571429,0.0,28.61785714285714,909.5964285714286,11.0,11.0,0.0,4.0,6.0
244,1,0,0,9.155357142857143,0.0,0.0,M,41,162,1,,,,,,5.642857142857143,,,,,,270.3592857142857,270.3592857142857,3.0,3.0,402.5571428571429,402.5571428571429,0.0,104.95,292.60714285714283,14.0,14.0,0.0,5.0,7.0
1492,1,0,0,0.8155357142857144,0.0,0.0,M,56,200,1,,2.0,,,,6.057857142857143,,9021.25107142857,,,,482.64464285714286,482.64464285714286,2.0,2.0,552.3214285714286,552.3214285714286,410.7142857142857,0.0,138.57142857142858,8.0,8.0,2.0,0.0,5.0
1467,0,0,1,0.0,0.0,5.071428571428571,F,40,115,2,1.0,,1.0,,,5013.776071428571,6003.515357142857,,1568.8796428571427,,,2383.0489285714284,2379.113571428571,7.0,6.0,3810.343571428571,2238.915,464.2857142857143,893.0221428571429,881.6071428571429,33.0,31.0,3.0,19.0,9.0
1563,0,0,1,0.0,0.0,10.771785714285715,M,24,12,1,,,1.0,,,127.68142857142857,,,0.0,,,1544.1257142857141,1544.1257142857141,8.0,8.0,7073.650000000001,7073.650000000001,357.14285714285717,62.65714285714286,2905.035714285714,23.0,23.0,1.0,6.0,12.0
554,0,1,0,0.0,1.7857142857142858,0.0,M,40,150,1,,,,,,2032.232857142857,,,,,,482.1482142857143,482.1482142857143,3.0,3.0,618.4642857142857,618.4642857142857,285.7142857142857,0.0,330.4642857142857,7.0,7.0,2.0,0.0,4.0
810,0,0,0,0.0,0.0,0.0,F,48,107,1,,,1.0,,1.0,542.1714285714286,,,0.0,,930.3571428571429,926.0989285714286,832.3782142857143,4.0,3.0,905.1750000000001,903.0678571428572,114.28571428571429,184.53214285714284,483.17857142857144,13.0,12.0,4.0,2.0,4.0
87,1,0,0,3.875178571428571,0.0,0.0,M,45,58,1,,19.0,,,,826.4403571428572,,1035.577142857143,,,,0.00035714285714285714,0.00035714285714285714,1.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1034,0,0,0,0.0,0.0,0.0,M,68,172,1,,,,,,158.76892857142857,,,,,,60.714999999999996,60.714999999999996,2.0,2.0,43.17857142857143,43.17857142857143,21.428571428571427,3.4285714285714284,17.857142857142858,9.0,9.0,2.0,5.0,1.0
1166,1,0,0,0.3198214285714286,0.0,0.0,F,77,79,1,,,,,,1780.152857142857,,,,,,1142.8625,1142.8625,4.0,4.0,692.1785714285714,692.1785714285714,0.0,0.0,688.5714285714286,13.0,13.0,0.0,0.0,12.0
711,0,0,0,0.0,0.0,0.0,F,26,150,1,,,,,,111.12678571428572,,,,,,396.0735714285714,396.0735714285714,3.0,3.0,704.9428571428572,704.9428571428572,0.0,369.70714285714286,0.0,4.0,4.0,0.0,1.0,0.0
1608,0,0,0,0.0,0.0,0.0,F,63,108,1,,,,1.0,1.0,554.1657142857142,,,,1.7857142857142858,3728.2907142857143,1369.82,865.2528571428572,12.0,5.0,1259.9564285714284,1245.4732142857142,285.7142857142857,205.90964285714287,232.28571428571428,29.0,23.0,2.0,10.0,4.0
190,0,0,0,0.0,0.0,0.0,M,50,62,1,1.0,,1.0,,,3732.89,6177.329642857143,,157.9267857142857,,,357.7289285714286,357.1482142857143,3.0,2.0,249.96071428571426,249.96071428571426,0.0,48.603571428571435,198.96428571428572,5.0,5.0,0.0,2.0,2.0
790,1,0,0,6.080178571428571,0.0,0.0,M,30,122,1,,,1.0,,,4.027142857142858,,,0.0,,,1691.19,1691.19,5.0,5.0,1286.8228571428572,1286.8228571428572,214.28571428571428,548.0828571428572,521.0614285714286,39.0,39.0,3.0,27.0,8.0
469,0,0,0,0.0,0.0,0.0,M,38,183,1,,,,,,4415.646071428571,,,,,,1484.0089285714287,1484.0089285714287,5.0,5.0,1549.925,1549.925,500.0,0.0,789.9285714285714,13.0,13.0,1.0,0.0,7.0
1524,0,0,1,0.0,0.0,31.801428571428573,F,25,115,1,,,,,,91.43357142857143,,,,,,2526.8646428571433,2526.8646428571433,4.0,4.0,1461.4285714285713,1461.4285714285713,1142.857142857143,26.892857142857142,285.7142857142857,14.0,14.0,4.0,2.0,3.0
882,0,0,0,0.0,0.0,0.0,M,36,150,1,1.0,1.0,,,,51.971785714285716,19147.45464285714,11207.173214285713,,,,418.05071428571426,416.86285714285714,3.0,2.0,1020.282142857143,1020.282142857143,0.0,281.03214285714284,736.75,14.0,14.0,0.0,8.0,5.0
